duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,label
0.0,tcp,private,S0,44,0,283,349,0.984,0.02,255,28,0.15,0.662,dos_syn_flood
0.0,tcp,http,S0,60,0,235,421,0.961,0.044,255,24,0.153,0.802,dos_syn_flood
1.313752948684436,tcp,ftp,SF,1262,7591,4,3,0.952,0.285,21,14,0.793,0.067,normal
0.0,tcp,http,S0,60,0,288,152,0.978,0.038,255,14,0.056,0.773,dos_syn_flood
0.12392828947537966,tcp,http,SF,1108,3385,10,4,0.718,0.181,42,53,0.809,0.045,normal
1.9911713186481412,tcp,https,SF,178,1478,4,5,0.768,0.192,39,48,0.88,0.002,normal
3.4367664922968943,tcp,ssh,SF,282,320,4,6,0.889,0.128,43,73,0.888,0.05,normal
4.32429018153516,tcp,http,SF,1772,439,6,7,0.717,0.29,44,67,0.917,0.061,normal
0.0,tcp,http,S0,60,0,473,206,0.998,0.027,255,46,0.155,0.827,dos_syn_flood
0.0,tcp,http,S0,60,0,478,432,0.996,0.045,255,21,0.168,0.757,dos_syn_flood
0.2804610092238381,tcp,http,SF,530,473,2,1,0.903,0.257,20,78,0.927,0.129,normal
0.137,icmp,eco_i,RSTR,20,0,186,4,0.098,0.894,255,8,0.067,0.981,port_scan
0.0,tcp,other,S0,60,0,243,447,0.992,0.021,255,18,0.097,0.655,dos_syn_flood
0.6326393782742246,tcp,https,SF,4311,54118,9,0,0.756,0.038,95,42,0.869,0.198,normal
0.7506825875940664,tcp,http,SF,118,41894,1,5,0.927,0.233,53,32,0.95,0.141,normal
4.254381077000711,tcp,http,SF,5172,1385,3,4,0.73,0.079,41,83,0.602,0.195,normal
0.0,tcp,private,S0,44,0,475,498,0.98,0.027,255,31,0.126,0.833,dos_syn_flood
0.128,tcp,eco_i,REJ,40,0,169,4,0.116,0.985,255,7,0.065,0.951,port_scan
0.146,tcp,eco_i,REJ,64,0,148,2,0.045,0.938,255,8,0.015,0.835,port_scan
2.141256757121851,udp,dns,SF,528,640,4,6,0.964,0.203,32,75,0.932,0.121,normal
6.946344131372669,udp,dns,SF,6552,7785,6,3,0.916,0.108,22,28,0.808,0.126,normal
0.065,tcp,eco_i,REJ,0,0,102,1,0.074,0.969,255,10,0.026,0.908,port_scan
1.42,tcp,ssh,SF,322,179,55,68,0.963,0.031,149,77,0.871,0.149,ssh_bruteforce
0.194,tcp,other,REJ,40,0,93,4,0.019,0.974,255,11,0.031,0.973,port_scan
1.1,tcp,ssh,REJ,386,236,43,72,0.997,0.03,104,37,0.939,0.021,ssh_bruteforce
2.7828874217376036,tcp,smtp,SF,160,3949,4,3,0.754,0.291,69,28,0.761,0.148,normal
1.622737202339373,tcp,ssh,SF,948,550,3,3,0.899,0.219,20,40,0.886,0.072,normal
4.146025709239141,tcp,http,SF,909,83,4,3,0.735,0.03,86,11,0.691,0.074,normal
0.07485370263437326,tcp,http,SF,1144,1337,2,5,0.951,0.051,63,89,0.8,0.094,normal
1.2682636319319243,udp,dns,SF,1056,12363,1,4,0.959,0.045,70,36,0.997,0.145,normal
0.1324794269839609,tcp,http,SF,686,1538,7,6,0.729,0.054,35,95,0.798,0.154,normal
2.5185930441238,tcp,http,SF,884,221,4,7,0.815,0.265,20,35,0.812,0.138,normal
2.155471677684435,tcp,http,SF,584,624,3,5,0.917,0.105,61,89,0.927,0.198,normal
2.85,tcp,ssh,SF,377,154,54,58,0.988,0.047,147,36,0.73,0.1,ssh_bruteforce
0.059,tcp,eco_i,REJ,0,0,163,2,0.104,0.87,255,8,0.043,0.757,port_scan
0.0,tcp,other,S0,44,0,401,360,0.95,0.01,255,21,0.059,0.737,dos_syn_flood
0.36811603548748484,udp,dns,SF,359,950,4,1,0.851,0.201,94,97,0.898,0.015,normal
2.2,tcp,ftp,REJ,350,222,76,61,0.988,0.021,217,32,0.732,0.099,ssh_bruteforce
2.45,tcp,ssh,SF,339,239,56,67,0.91,0.048,158,39,0.91,0.113,ssh_bruteforce
3.4449255326667823,tcp,https,SF,936,1661,7,3,0.778,0.185,56,94,0.83,0.086,normal
2.605642278081737,tcp,ssh,SF,1015,488,4,3,0.828,0.141,61,31,0.856,0.062,normal
0.0,tcp,http,S0,44,0,271,226,0.959,0.035,255,39,0.094,0.733,dos_syn_flood
0.0,tcp,http,S0,44,0,426,347,0.966,0.023,255,46,0.097,0.874,dos_syn_flood
0.115,tcp,telnet,RSTR,20,0,135,3,0.123,0.858,255,3,0.059,0.899,port_scan
11.555843694342546,udp,dns,SF,779,31339,4,5,0.768,0.237,94,8,0.718,0.113,normal
5.922372235073066,tcp,ftp,SF,1125,384,5,5,0.825,0.091,98,15,0.742,0.19,normal
0.077,tcp,telnet,REJ,64,0,159,2,0.052,0.979,255,11,0.018,0.955,port_scan
0.0,tcp,http,S0,44,0,428,190,0.998,0.036,255,19,0.063,0.878,dos_syn_flood
6.673507171535833,tcp,http,SF,653,4495,4,1,0.764,0.029,3,35,0.974,0.15,normal
0.0,tcp,http,S0,60,0,261,350,0.963,0.032,255,42,0.056,0.897,dos_syn_flood
5.527801285545376,tcp,ssh,SF,228,427,3,5,0.793,0.072,73,22,0.966,0.115,normal
1.8529989826284277,tcp,http,SF,235,7320,4,6,0.867,0.133,89,44,0.685,0.135,normal
0.0,tcp,other,S0,0,0,293,188,0.988,0.041,255,28,0.138,0.608,dos_syn_flood
0.0,tcp,private,S0,44,0,452,383,0.969,0.045,255,11,0.175,0.704,dos_syn_flood
0.5118079772145944,tcp,http,SF,740,1463,4,2,0.796,0.142,1,19,0.784,0.092,normal
1.3134094709219788,udp,dns,SF,828,12287,4,7,0.816,0.139,83,3,0.855,0.076,normal
0.0,tcp,http,S0,44,0,200,444,0.981,0.004,255,16,0.169,0.871,dos_syn_flood
2.3131070115583734,udp,dns,SF,229,5635,2,5,0.898,0.053,40,40,0.744,0.05,normal
1.06,tcp,ftp,REJ,312,184,41,37,0.963,0.008,120,75,0.928,0.085,ssh_bruteforce
0.4658127911301272,tcp,https,SF,250,690,3,5,0.734,0.234,58,37,0.78,0.092,normal
1.8644292679232886,udp,dns,SF,3339,4803,5,2,0.784,0.016,57,2,0.63,0.041,normal
6.073473916139848,tcp,ssh,SF,142,1638,6,1,0.769,0.002,47,82,0.767,0.001,normal
1.1897557942315273,icmp,other,SF,591,206,5,4,0.863,0.262,87,10,0.699,0.048,normal
2.35,tcp,ssh,SF,347,248,53,64,0.943,0.042,198,75,0.903,0.086,ssh_bruteforce
0.5087506968139325,tcp,https,SF,252,1609,11,3,0.856,0.117,97,45,0.734,0.156,normal
0.0,tcp,http,S0,60,0,483,472,0.954,0.039,255,29,0.131,0.898,dos_syn_flood
5.932803377794209,tcp,http,SF,1060,4880,2,5,0.907,0.006,64,90,0.884,0.142,normal
2.71,tcp,ssh,SF,377,156,32,39,0.932,0.014,254,33,0.776,0.12,ssh_bruteforce
2.95,tcp,ssh,SF,355,163,41,51,0.915,0.036,221,31,0.875,0.079,ssh_bruteforce
2.233975101530045,tcp,ssh,SF,420,1820,5,4,0.839,0.266,2,14,0.822,0.081,normal
0.5111031955844548,tcp,https,SF,2287,605,8,1,0.904,0.112,61,68,0.851,0.154,normal
0.0,tcp,http,S0,0,0,359,394,0.958,0.006,255,27,0.066,0.742,dos_syn_flood
2.7896137625053035,tcp,http,SF,156,448,4,4,0.984,0.275,47,79,0.785,0.164,normal
1.2788156030756517,tcp,smtp,SF,1606,8528,7,3,0.737,0.014,73,12,0.705,0.051,normal
2.3985552955746297,tcp,http,SF,907,1820,6,1,0.759,0.146,67,17,0.794,0.067,normal
0.0,tcp,http,S0,60,0,399,347,0.98,0.028,255,23,0.163,0.813,dos_syn_flood
0.158,tcp,telnet,REJ,0,0,76,1,0.132,0.936,255,10,0.011,0.927,port_scan
1.47,tcp,ftp,REJ,291,196,51,52,0.954,0.013,126,62,0.781,0.053,ssh_bruteforce
3.2130210136878468,udp,dns,SF,405,1042,7,3,0.916,0.06,36,46,0.761,0.013,normal
3.795946201479719,tcp,https,SF,677,2612,5,4,0.811,0.213,66,56,0.863,0.033,normal
2.4927985947296376,tcp,https,SF,260,5449,3,4,0.984,0.205,82,78,0.946,0.068,normal
0.4487079239296391,tcp,https,SF,1758,5883,1,5,0.849,0.122,85,85,0.962,0.161,normal
1.61,tcp,ftp,SF,343,211,63,48,0.968,0.03,174,43,0.875,0.033,ssh_bruteforce
2.4238867655252463,udp,dns,SF,319,353,3,2,0.968,0.226,50,84,0.878,0.032,normal
0.0,tcp,http,RSTOS0,0,0,284,464,0.976,0.036,255,27,0.056,0.836,dos_syn_flood
2.64,tcp,ssh,SF,350,242,65,34,0.916,0.067,252,46,0.882,0.109,ssh_bruteforce
2.51,tcp,ftp,SF,395,223,75,47,0.997,0.063,221,38,0.713,0.098,ssh_bruteforce
0.0,tcp,http,S0,44,0,437,408,0.978,0.028,255,29,0.183,0.662,dos_syn_flood
1.6593248987285178,tcp,http,SF,3245,2331,6,6,0.835,0.227,3,43,0.798,0.179,normal
1.1256014673675203,udp,dns,SF,1085,116,6,3,0.783,0.164,18,37,0.688,0.094,normal
1.0839313156986516,tcp,smtp,SF,518,3694,9,6,0.788,0.268,1,97,0.746,0.076,normal
0.136,tcp,eco_i,RSTR,40,0,158,3,0.05,0.856,255,11,0.055,0.771,port_scan
0.0,tcp,other,S0,60,0,428,217,0.98,0.027,255,42,0.193,0.809,dos_syn_flood
0.0,tcp,http,S0,44,0,247,362,0.991,0.018,255,43,0.131,0.617,dos_syn_flood
0.6654672769719682,tcp,ssh,SF,181,558,7,6,0.943,0.226,3,34,0.737,0.037,normal
2.4410524015751904,tcp,ssh,SF,3708,120,5,8,0.829,0.126,5,6,0.848,0.059,normal
0.0,tcp,private,S0,60,0,202,509,1.0,0.03,255,11,0.08,0.682,dos_syn_flood
0.126,tcp,other,REJ,64,0,50,1,0.102,0.85,255,13,0.054,0.795,port_scan
5.136103200068368,tcp,http,SF,620,2341,9,4,0.841,0.263,93,21,0.928,0.114,normal
1.6047392041387498,tcp,http,SF,14044,3762,5,6,0.852,0.012,88,91,0.988,0.045,normal
2.5128230858663168,tcp,https,SF,376,593,5,3,0.785,0.286,82,43,0.833,0.06,normal
0.15058127595845375,tcp,ftp,SF,272,55588,5,4,0.864,0.244,53,93,0.859,0.162,normal
2.00119943884769,tcp,http,SF,254,21137,4,3,0.981,0.004,9,29,0.729,0.094,normal
1.3528534584394465,tcp,ftp,SF,172,2811,9,1,0.768,0.028,23,75,0.795,0.035,normal
5.262179228238652,tcp,https,SF,345,1929,7,4,0.776,0.02,83,43,0.645,0.174,normal
0.7267915177186228,tcp,http,SF,119,8765,3,5,0.983,0.137,70,58,0.674,0.067,normal
6.643101639588486,udp,dns,SF,286,1344,2,4,0.902,0.211,21,40,0.786,0.149,normal
0.0,tcp,http,S0,44,0,330,404,0.961,0.008,255,39,0.105,0.872,dos_syn_flood
0.0,tcp,http,RSTOS0,44,0,459,374,0.963,0.016,255,22,0.189,0.669,dos_syn_flood
2.6618449925672385,tcp,http,SF,182,2580,8,6,0.782,0.239,51,36,0.671,0.072,normal
1.0693801812363344,udp,dns,SF,608,7831,4,6,0.843,0.207,57,79,0.815,0.094,normal
0.877417385897975,tcp,http,SF,270,1032,5,3,0.744,0.097,78,46,0.939,0.002,normal
0.0,tcp,other,S0,60,0,365,183,0.976,0.024,255,14,0.138,0.696,dos_syn_flood
1.989587239079646,tcp,https,SF,4669,1413,5,3,0.972,0.205,78,54,0.836,0.034,normal
0.47201914635411957,icmp,other,SF,384,1651,6,7,0.769,0.209,87,77,0.814,0.083,normal
0.098,tcp,eco_i,REJ,20,0,102,2,0.02,0.948,255,4,0.052,0.831,port_scan
2.982292697939673,tcp,ssh,SF,934,3561,4,4,0.968,0.047,75,78,0.644,0.152,normal
0.011,tcp,other,REJ,64,0,84,3,0.127,0.877,255,7,0.044,0.895,port_scan
1.8498857599567429,tcp,ssh,SF,286,7252,5,2,0.738,0.132,31,31,0.627,0.113,normal
0.0,tcp,private,S0,60,0,461,408,0.954,0.046,255,43,0.11,0.714,dos_syn_flood
0.13571382443285746,tcp,http,SF,383,1473,2,3,0.724,0.219,12,40,0.894,0.026,normal
0.0,tcp,other,RSTOS0,0,0,503,368,0.962,0.014,255,35,0.154,0.607,dos_syn_flood
0.926789970583019,udp,dns,SF,2454,545,3,4,0.896,0.095,25,47,0.608,0.139,normal
1.339979730936295,udp,dns,SF,259,550,1,2,0.987,0.054,76,5,0.724,0.032,normal
7.911586119450581,tcp,ssh,SF,216,450,9,6,0.783,0.197,89,31,0.738,0.179,normal
1.51,tcp,ssh,SF,305,196,76,45,0.976,0.023,192,59,0.881,0.095,ssh_bruteforce
4.092408761838356,tcp,http,SF,569,4314,3,5,0.887,0.067,47,87,0.767,0.032,normal
2.64,tcp,ssh,SF,284,169,87,61,0.92,0.044,226,74,0.848,0.047,ssh_bruteforce
1.9189897689839746,tcp,https,SF,1150,2329,5,6,0.856,0.218,48,53,0.819,0.181,normal
3.2828297530963124,tcp,http,SF,527,1435,4,7,0.832,0.121,39,15,0.922,0.108,normal
0.0,tcp,http,S0,60,0,299,403,0.994,0.049,255,20,0.053,0.669,dos_syn_flood
0.92,tcp,ssh,SF,311,211,79,45,0.958,0.014,106,73,0.72,0.141,ssh_bruteforce
0.5820869047983803,tcp,ftp,SF,463,1199,3,3,0.807,0.299,35,59,0.634,0.138,normal
4.89039959370773,icmp,other,SF,5860,1994,9,6,0.963,0.157,95,94,0.918,0.066,normal
5.198250709744837,udp,dns,SF,260,4354,5,5,0.989,0.0,50,46,0.934,0.118,normal
7.845500282826404,tcp,http,SF,408,2836,7,2,0.808,0.258,74,80,0.751,0.165,normal
2.748258468681681,tcp,ssh,SF,651,2460,4,7,0.855,0.098,11,71,0.693,0.135,normal
1.1963363128009432,tcp,https,SF,3647,1222,8,6,0.74,0.138,72,9,0.698,0.134,normal
0.0,tcp,other,S0,44,0,277,366,0.997,0.035,255,39,0.125,0.831,dos_syn_flood
0.0,tcp,http,S0,0,0,190,159,0.953,0.035,255,35,0.198,0.835,dos_syn_flood
0.18,tcp,private,REJ,40,0,144,4,0.143,0.969,255,5,0.059,0.856,port_scan
1.0423813479584663,udp,dns,SF,2799,11696,10,3,0.861,0.026,9,87,0.756,0.19,normal
1.93,tcp,ssh,SF,378,154,51,79,0.905,0.033,104,21,0.884,0.115,ssh_bruteforce
8.028435118675093,tcp,ssh,SF,544,1564,3,3,0.833,0.27,14,93,0.784,0.074,normal
7.329972204838469,tcp,https,SF,413,1522,7,3,0.906,0.277,15,19,0.978,0.104,normal
0.441409402625058,tcp,https,SF,2513,3876,4,5,0.8,0.017,5,9,0.625,0.034,normal
1.2012653004294804,tcp,http,SF,148,1577,5,4,0.981,0.289,73,63,0.917,0.132,normal
0.0,tcp,http,S0,60,0,169,477,0.957,0.003,255,23,0.138,0.79,dos_syn_flood
0.0,tcp,private,S0,0,0,491,308,0.959,0.032,255,15,0.107,0.712,dos_syn_flood
0.5563239089640869,tcp,http,SF,1171,858,3,1,0.812,0.092,42,97,0.934,0.083,normal
0.0,tcp,other,RSTOS0,0,0,329,232,0.984,0.027,255,19,0.152,0.682,dos_syn_flood
0.94,tcp,ssh,REJ,347,209,36,36,0.921,0.099,184,73,0.781,0.065,ssh_bruteforce
1.8143490774832012,tcp,https,SF,198,8024,4,3,0.866,0.042,25,57,0.747,0.121,normal
2.146067656959372,tcp,ssh,SF,1077,81449,5,5,0.926,0.175,68,78,0.88,0.141,normal
1.18,tcp,ssh,REJ,354,229,52,66,0.961,0.062,220,24,0.872,0.097,ssh_bruteforce
0.0,tcp,http,S0,0,0,185,200,0.99,0.045,255,44,0.114,0.855,dos_syn_flood
0.067,tcp,other,REJ,40,0,141,4,0.106,0.89,255,12,0.063,0.795,port_scan
2.210109530210361,tcp,http,SF,7655,6182,6,4,0.716,0.007,37,30,0.706,0.067,normal
4.159028583378042,tcp,http,REJ,634,1146,2,6,0.948,0.162,41,56,0.655,0.197,normal
4.6626391770027835,udp,dns,SF,116,538,11,5,0.923,0.033,23,32,0.937,0.068,normal
10.170727529498137,tcp,http,SF,1394,8811,5,2,0.965,0.254,65,24,0.674,0.083,normal
0.0,tcp,http,S0,60,0,489,276,0.992,0.028,255,23,0.184,0.849,dos_syn_flood
0.0,tcp,private,S0,44,0,505,208,0.987,0.001,255,32,0.08,0.85,dos_syn_flood
0.082,tcp,eco_i,REJ,64,0,173,3,0.064,0.914,255,5,0.042,0.87,port_scan
2.458738719668566,tcp,http,SF,1843,7972,8,2,0.914,0.001,70,30,0.853,0.088,normal
1.8256605113562117,tcp,ssh,SF,371,1687,3,2,0.874,0.165,60,33,0.772,0.13,normal
1.31,tcp,ssh,REJ,404,190,65,40,0.926,0.074,184,49,0.83,0.022,ssh_bruteforce
0.0,tcp,http,S0,0,0,365,201,0.951,0.039,255,13,0.057,0.839,dos_syn_flood
1.325012530727889,tcp,http,SF,60,885,6,5,0.889,0.252,93,54,0.788,0.199,normal
2.58,tcp,ftp,REJ,334,156,55,35,0.904,0.066,101,60,0.939,0.032,ssh_bruteforce
0.603911693056353,tcp,https,SF,314,8770,6,3,0.732,0.121,56,6,0.924,0.101,normal
0.10611373325451665,udp,dns,SF,1919,931,6,5,0.829,0.037,13,72,0.63,0.179,normal
2.5725477897979814,tcp,http,SF,8611,4811,2,4,0.755,0.106,87,8,0.737,0.115,normal
0.113,tcp,private,RSTR,20,0,137,2,0.065,0.863,255,3,0.072,0.845,port_scan
3.6766777457379045,udp,dns,SF,246,5739,2,6,0.817,0.032,11,43,0.987,0.183,normal
1.060299826988988,udp,dns,SF,1155,1417,6,1,0.942,0.089,69,22,0.995,0.106,normal
1.2249642164321877,tcp,https,SF,16,1493,1,5,0.839,0.22,91,86,0.688,0.122,normal
0.21672518374241376,udp,dns,SF,488,243,6,5,0.992,0.199,22,68,0.712,0.146,normal
0.085,tcp,private,REJ,0,0,98,3,0.081,0.995,255,5,0.057,0.975,port_scan
3.7508044211859115,tcp,http,SF,2896,4451,5,4,0.8,0.084,98,11,0.977,0.083,normal
0.181,tcp,eco_i,RSTR,20,0,108,4,0.044,0.903,255,3,0.051,0.911,port_scan
1.67,tcp,ftp,SF,339,219,48,64,0.911,0.084,173,78,0.946,0.088,ssh_bruteforce
0.003,tcp,other,RSTR,40,0,166,2,0.072,0.923,255,2,0.057,0.776,port_scan
0.9570681900961963,tcp,http,SF,1142,3814,4,3,0.833,0.159,16,11,0.949,0.032,normal
0.2665217806134636,tcp,https,SF,892,845,3,3,0.944,0.284,89,45,0.901,0.075,normal
6.16956683760792,udp,dns,SF,203,253,5,6,0.837,0.002,60,97,0.727,0.105,normal
0.0,tcp,other,S0,60,0,186,349,0.979,0.017,255,32,0.086,0.742,dos_syn_flood
0.1803914985556128,tcp,https,S0,5783,478,0,3,0.82,0.215,8,9,0.699,0.023,normal
3.3173158060308587,tcp,http,S0,1730,3554,6,8,0.977,0.246,61,14,0.869,0.185,normal
2.6593608318152215,tcp,http,SF,7483,4078,5,5,0.961,0.047,21,3,0.611,0.016,normal
3.81888655003559,tcp,https,SF,1396,16048,2,1,0.71,0.256,89,80,0.864,0.07,normal
0.055,tcp,eco_i,REJ,40,0,77,1,0.139,0.965,255,3,0.03,0.981,port_scan
3.390649079072166,tcp,http,SF,706,792,5,6,0.93,0.233,73,50,0.603,0.08,normal
0.0,tcp,private,RSTOS0,0,0,240,412,0.976,0.034,255,19,0.076,0.843,dos_syn_flood
0.0,tcp,http,S0,44,0,246,379,0.998,0.015,255,16,0.184,0.814,dos_syn_flood
1.984536050823882,tcp,http,SF,878,886,4,5,0.856,0.3,92,86,0.986,0.014,normal
1.71,tcp,ssh,REJ,345,192,82,57,0.969,0.019,181,45,0.895,0.071,ssh_bruteforce
0.0,tcp,http,S0,0,0,177,494,0.966,0.001,255,35,0.074,0.739,dos_syn_flood
1.1561159213827195,tcp,https,SF,712,65,5,5,0.959,0.08,38,43,0.773,0.18,normal
7.109819127533998,tcp,http,SF,1666,2201,7,4,0.736,0.28,13,52,0.968,0.021,normal
3.1063068155748508,tcp,http,SF,457,14335,6,4,0.894,0.207,31,13,0.782,0.199,normal
0.7546141436911379,tcp,https,SF,730,1302,4,6,0.941,0.124,94,9,0.877,0.001,normal
0.81,tcp,ssh,SF,342,210,60,48,0.955,0.084,229,48,0.838,0.126,ssh_bruteforce
1.8656167325861608,tcp,http,SF,142,351,6,5,0.914,0.244,9,91,0.688,0.155,normal
0.31628768845696476,tcp,https,SF,342,112,3,3,0.754,0.194,2,87,0.77,0.146,normal
2.568659906076004,tcp,http,SF,631,123,6,2,0.754,0.237,18,34,0.774,0.119,normal
0.048,tcp,eco_i,REJ,64,0,70,1,0.082,0.886,255,8,0.026,0.732,port_scan
0.0,tcp,http,RSTOS0,0,0,194,271,0.96,0.024,255,38,0.156,0.663,dos_syn_flood
6.262329157270504,tcp,http,SF,86,902,7,2,0.839,0.164,72,56,0.629,0.123,normal
0.0,tcp,http,S0,60,0,221,327,0.987,0.029,255,21,0.107,0.669,dos_syn_flood
1.9271188520468145,udp,dns,SF,45,18333,9,2,0.739,0.088,80,72,0.773,0.065,normal
1.6683713572540158,tcp,https,SF,2275,1601,7,11,0.746,0.053,63,68,0.6,0.132,normal
3.57524603420595,tcp,https,SF,4400,16188,5,4,0.839,0.27,36,4,0.637,0.107,normal
3.2840789551558918,udp,dns,SF,215,7636,4,5,0.762,0.25,55,74,0.692,0.074,normal
7.310348361039817,tcp,http,SF,1178,925,6,5,0.707,0.106,43,93,0.732,0.134,normal
0.23050498840861464,tcp,http,SF,249,440,1,3,0.852,0.25,33,26,0.967,0.126,normal
0.0,tcp,http,S0,60,0,510,496,0.996,0.022,255,11,0.066,0.652,dos_syn_flood
15.027354183329415,tcp,http,SF,808,85,6,0,0.979,0.108,29,67,0.75,0.028,normal
5.2794817879560405,tcp,http,SF,2115,426,6,4,0.761,0.114,13,78,0.769,0.005,normal
2.2,tcp,ssh,REJ,311,303,74,41,0.996,0.056,143,79,0.717,0.066,ssh_bruteforce
0.0,tcp,http,S0,60,0,391,294,0.956,0.045,255,45,0.078,0.898,dos_syn_flood
0.5738277512352234,tcp,http,SF,1896,4507,3,5,0.934,0.109,61,57,0.805,0.148,normal
0.13,tcp,private,REJ,64,0,146,1,0.055,0.915,255,2,0.037,0.879,port_scan
0.0,tcp,http,S0,44,0,317,289,0.977,0.047,255,34,0.132,0.729,dos_syn_flood
0.66,tcp,ssh,REJ,378,222,55,44,0.962,0.033,216,70,0.809,0.089,ssh_bruteforce
0.0,tcp,http,S0,44,0,269,313,0.957,0.044,255,42,0.073,0.7,dos_syn_flood
1.0226664912604724,icmp,other,SF,2986,6248,2,10,0.803,0.28,23,12,0.776,0.121,normal
0.008,icmp,other,RSTR,20,0,69,4,0.052,0.874,255,1,0.059,0.984,port_scan
0.0,tcp,http,S0,60,0,273,321,0.966,0.038,255,25,0.184,0.65,dos_syn_flood
1.001755658905875,tcp,https,SF,2272,1802,5,4,0.819,0.273,2,30,0.917,0.186,normal
0.0,tcp,http,S0,44,0,275,197,0.965,0.044,255,22,0.176,0.838,dos_syn_flood
0.0,tcp,http,S0,44,0,447,221,0.971,0.005,255,27,0.053,0.755,dos_syn_flood
0.0,tcp,other,S0,0,0,204,341,0.987,0.049,255,18,0.099,0.793,dos_syn_flood
6.067056783616264,udp,dns,SF,3484,4184,8,5,0.971,0.03,78,80,0.916,0.071,normal
0.0,tcp,http,S0,44,0,220,211,0.951,0.047,255,34,0.068,0.721,dos_syn_flood
0.01,tcp,eco_i,REJ,0,0,88,1,0.04,0.923,255,11,0.071,0.842,port_scan
0.15655055667386114,tcp,http,SF,718,3826,8,4,0.755,0.287,19,49,0.721,0.185,normal
2.58,tcp,ftp,REJ,373,212,86,57,0.947,0.04,209,42,0.75,0.085,ssh_bruteforce
1.2233171331174693,tcp,http,SF,415,9517,4,7,0.734,0.179,51,69,0.731,0.081,normal
2.459874550236902,tcp,http,SF,2724,1331,6,2,0.845,0.153,37,15,0.67,0.006,normal
0.09934251653054452,tcp,http,SF,2991,923,6,7,0.998,0.257,29,21,0.814,0.172,normal
0.0,tcp,http,S0,0,0,478,483,0.98,0.031,255,29,0.106,0.609,dos_syn_flood
0.039,icmp,private,REJ,64,0,129,1,0.1,0.9,255,10,0.054,0.937,port_scan
0.6575201530099777,udp,dns,SF,332,672,13,5,0.902,0.147,57,50,0.846,0.145,normal
3.192143890354091,udp,dns,SF,717,9703,5,2,0.958,0.026,9,93,0.958,0.166,normal
4.215587383102068,tcp,http,SF,503,485,4,4,0.711,0.288,56,60,0.675,0.073,normal
5.316402037720692,tcp,http,SF,1931,45,4,2,0.829,0.224,7,86,0.694,0.14,normal
0.0,tcp,other,S0,44,0,331,298,0.957,0.005,255,44,0.066,0.736,dos_syn_flood
0.008321055853318094,tcp,smtp,SF,704,1068,10,4,0.827,0.225,75,27,0.79,0.131,normal
0.0,tcp,private,S0,44,0,327,416,0.992,0.025,255,48,0.157,0.846,dos_syn_flood
0.053,tcp,private,REJ,0,0,116,2,0.053,0.933,255,7,0.015,0.989,port_scan
0.158,icmp,private,RSTR,64,0,84,2,0.013,0.998,255,14,0.032,0.813,port_scan
0.44592371649861745,tcp,http,SF,357,794,3,4,0.719,0.021,87,16,0.826,0.176,normal
2.62,tcp,ssh,REJ,378,252,43,42,0.93,0.019,184,54,0.92,0.027,ssh_bruteforce
0.5082820128602301,icmp,other,SF,144,457,4,2,0.887,0.167,67,2,0.942,0.124,normal
2.701635575100949,tcp,https,SF,11823,3522,3,5,0.831,0.155,85,66,0.862,0.037,normal
5.575928250451926,tcp,http,SF,104,134742,5,4,0.905,0.135,10,61,0.749,0.164,normal
0.186,tcp,private,REJ,20,0,76,2,0.11,0.906,255,7,0.053,0.763,port_scan
0.0,tcp,other,S0,60,0,450,398,0.962,0.036,255,43,0.12,0.626,dos_syn_flood
0.0,tcp,http,S0,44,0,427,161,0.997,0.042,255,25,0.081,0.781,dos_syn_flood
0.56,tcp,ssh,REJ,348,247,42,25,0.939,0.038,135,29,0.899,0.021,ssh_bruteforce
3.7346516207721194,tcp,https,SF,525,4432,7,7,0.748,0.153,59,63,0.85,0.16,normal
9.415443343736737,udp,dns,SF,617,47716,12,3,0.845,0.292,4,59,0.95,0.02,normal
6.245055383190988,tcp,https,SF,247,1443,4,5,0.808,0.272,24,80,0.823,0.051,normal
0.043,tcp,private,REJ,40,0,190,2,0.054,0.862,255,5,0.039,0.704,port_scan
2.188543931065059,tcp,ssh,SF,250,1531,4,2,0.894,0.285,81,87,0.767,0.115,normal
0.1658716921976147,tcp,http,SF,5599,2868,9,2,0.908,0.275,32,57,0.619,0.012,normal
1.6982471443072635,tcp,http,SF,530,1524,8,3,0.873,0.092,50,95,0.928,0.104,normal
4.604174612585771,tcp,https,SF,1079,1743,5,4,0.893,0.208,25,47,0.722,0.043,normal
0.05,tcp,eco_i,S0,64,0,163,2,0.117,0.991,255,7,0.012,0.974,port_scan
0.0,tcp,http,RSTOS0,0,0,279,175,0.971,0.019,255,42,0.163,0.639,dos_syn_flood
1.1638356467468818,tcp,https,SF,1672,1096,6,5,0.8,0.26,97,54,0.944,0.007,normal
1.67,tcp,ftp,REJ,290,219,67,52,1.0,0.1,244,24,0.924,0.147,ssh_bruteforce
6.931477250893653,tcp,http,SF,1124,922,4,7,0.783,0.131,7,88,0.875,0.009,normal
0.103,tcp,private,REJ,64,0,66,4,0.138,0.874,255,1,0.072,0.93,port_scan
2.48,tcp,ssh,SF,336,240,81,36,0.943,0.07,155,79,0.776,0.034,ssh_bruteforce
